식품명,식품대분류명,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),포화지방산(g),채소_보너스,Nutri_Score,최종점수
화양적,전·적 및 부침류,155.0,9.72,8.27,10.31,0.98,3.8,523.5,2.02,0,B,-4.0
황태구이,구이류,181.5,22.27,5.74,9.68,4.72,1.2,436.0,0.89,0,B,-3.0
황태콩나물찜,찜류,82.0,10.17,1.99,6.92,1.74,2.5,244.0,0.35,0,A,-6.0
황태해장국,국 및 탕류,30.0,4.08,1.13,0.95,0.25,0.9,256.0,0.18,0,B,-2.0
회냉면,면 및 만두류,80.0,3.4,0.87,14.38,1.43,0.7,294.0,0.2,0,C,0.0
회덮밥,밥류,117.25,5.96,2.46,17.56,2.06,1.1,113.5,0.52,0,B,-4.0
회무침,생채·무침류,89.33,8.98,1.45,10.08,5.81,2.7,343.0,0.3,5,A,-11.0
효모빵,빵 및 과자류,268.75,8.26,3.31,51.99,8.49,2.3,380.0,1.27,0,B,-4.0
훈제오리,구이류,289.0,22.04,20.4,4.34,0.26,0.25,688.0,5.54,0,D,5.0
훠궈,찌개 및 전골류,93.0,4.81,5.11,6.83,1.13,1.8,390.0,0.97,0,B,-2.0
흑미밥,밥류,119.17,2.18,0.23,25.9,0.07,0.55,2.0,0.07,0,C,-1.0
흑임자 죽,죽 및 스프류,83.5,1.65,4.05,10.0,0.45,0.9,144.5,0.4,0,B,-2.0
흰죽,죽 및 스프류,64.0,1.2,0.28,13.49,0.09,0.3,130.0,0.07,0,C,0.0
